Assignment,Organization Name
00224B,"AIRTECH TECHNOLOGIES, INC."
2245,Leine & Linde AB
2242,Alacron Inc.
00223B,"Communication Networks, LLC"
2146,Sanmina-SCI
00213D,"Cermetek Microelectronics, Inc."
00213E,TomTom
2135,ALCATEL-LUCENT
00213A,Winchester Systems Inc.
2130,Keico Hightech Inc.
00217E,Telit Communication s.p.a
2178,Matuschek Messtechnik GmbH
2172,Seoultek Valley
2166,NovAtel Inc.
2165,Presstek Inc.
00215F,IHSE GmbH
2153,SeaMicro Inc.
2158,Style Flying Technology Co.
0021AC,Infrared Integrated Systems Ltd
0021A5,ERLPhase Power Technologies Ltd.
00219F,SATEL OY
00218A,Electronic Design and Manufacturing Company
00218B,"Wescon Technology, Inc."
2185,"MICRO-STAR INT'L CO.,LTD."
001FF9,Advanced Knowledge Associates
001FF2,"VIA Technologies, Inc."
001FED,Tecan Systems Inc.
001FE6,Alphion Corporation
001FE0,EdgeVelocity Corp
001FDA,Nortel Networks
2209,"Omron Healthcare Co., Ltd"
2203,Glensound Electronics Ltd
2200,IBM Corp
0021F6,Oracle Corporation
0021F0,EW3 Technologies LLC
0021EA,Bystronic Laser AG
21000,SerialTek LLC
0021DE,Firepro Wireless
0021DD,Northstar Systems Corp
0021D7,"Cisco Systems, Inc"
2235,Strukton Systems bv
2234,Corventis Inc.
00222F,"Open Grid Computing, Inc."
2228,Breeze Innovations Ltd.
2222,Schaffner Deutschland GmbH
00221C,Private
00220F,MoCA (Multimedia over Coax Alliance)
00212B,MSA Auer
00211D,Dataline AB
2124,Optos Plc
2118,"Athena Tech, Inc."
2111,Uniphone Inc.
2107,Seowonintech Co Ltd.
2101,Aplicaciones Electronicas Quasar (AEQ)
2102,UpdateLogic Inc.
0021D0,Global Display Solutions Spa
0021CB,SMS TECNOLOGIA ELETRONICA LTDA
0021C4,Consilium AB
0021B8,Inphi Corporation
0021B1,DIGITAL SOLUTIONS LTD
001F7D,embedded wireless GmbH
001F7B,TechNexion Ltd.
001F7C,Witelcom AS
001F79,Lodam Electronics A/S
001F74,Eigen Development
001F6F,"Fujian Sunnada Communication Co.,Ltd."
001F63,JSC Goodwin-Europa
001F6A,"PacketFlux Technologies, Inc."
001F69,"Pingood Technology Co., Ltd."
001F57,"Phonik Innovation Co.,LTD"
001F21,"Inner Mongolia Yin An Science & Technology Development Co.,L"
001F22,"Source Photonics, Inc."
001F1C,"KOBISHI ELECTRIC Co.,Ltd."
001F15,Bioscrypt Inc
001F10,TOLEDO DO BRASIL INDUSTRIA DE BALANCAS  LTDA
001F0C,Intelligent Digital Services GmbH
001F07,AZTEQ Mobile
001FAA,"Taseon, Inc."
001FA5,Blue-White Industries
001FA0,A10 Networks
001F99,SERONICS co.ltd
001F9B,POSBRO
001F94,Lascar Electronics Ltd
001F8D,Ingenieurbuero Stark GmbH und Ko. KG
001F89,Signalion GmbH
001ED0,Ingespace
001ECB,"""RPC ""Energoautomatika"" Ltd"
001EC4,Celio Corp
001EBE,"Cisco Systems, Inc"
001EBD,"Cisco Systems, Inc"
001EB8,"Fortis, Inc."
001EB1,Cryptsoft Pty Ltd
001EA6,Best IT World (India) Pvt. Ltd.
001EAC,Armadeus Systems
001E9F,"Visioneering Systems, Inc."
001EA0,XLN-t
001EF4,L-3 Communications Display Systems
001EF9,Pascom Kommunikations systeme GmbH.
001EFA,PROTEI Ltd.
001EE8,Mytek
001EED,Adventiq Ltd.
001EE7,Epic Systems Inc
001ED7,"H-Stream Wireless, Inc."
001E6B,Cisco SPVTG
1E+072,PCS
1E+066,RESOL Elektronische Regelungen GmbH
001E5F,"KwikByte, LLC"
1E+053,"Further Tech Co., LTD"
001E9A,HAMILTON Bonaduz AG
1E+093,CiriTech Systems Inc
001E8E,Hunkeler AG
1E+088,"ANDOR SYSTEM SUPPORT CO., LTD."
1E+082,SanDisk Corporation
1E+081,CNB Technology Inc.
001E7C,Taiwick Limited
1E+077,Air2App
001F50,Swissdis AG
001F49,Manhattan TV Ltd
001F4A,Albentia Systems S.A.
001F44,GE Transportation Systems
001F2F,Berker GmbH & Co. KG
001F34,"Lung Hwa Electronics Co., Ltd."
001F28,HPN Supply Chain
001FD5,MICRORISC s.r.o.
001FD6,Shenzhen Allywll
001FD0,"GIGA-BYTE TECHNOLOGY CO.,LTD."
001FC9,"Cisco Systems, Inc"
001FBD,Kyocera Wireless Corp.
001FB1,Cybertech Inc.
001FB6,"Chi Lin Technology Co., Ltd."
001D02,Cybertech Telecom Development
001CF6,"Cisco Systems, Inc"
001CEA,"Scientific-Atlanta, Inc"
001CE9,Galaxy Technology Limited
001CE5,MBS Electronic Systems GmbH
001CE0,DASAN TPS
001CD9,GlobalTop Technology Inc.
001CD2,King Champion (Hong Kong) Limited
001CCD,Alektrona Corporation
001CC6,ProStor Systems
001CBA,"VerScient, Inc."
001CB0,"Cisco Systems, Inc"
001CB5,"Neihua Network Technology Co.,LTD.(NHN)"
001CB6,"Duzon CNT Co., Ltd."
001CA9,Audiomatica Srl
001D5F,OverSpeed SARL
001D53,S&O Electronics (Malaysia) Sdn. Bhd.
001D4E,TCM Mobile LLC
001D4D,"Adaptive Recognition Hungary, Inc"
001D49,Innovation Wireless Inc.
001D3D,Avidyne Corporation
001D43,"Shenzhen G-link Digital Technology Co., Ltd."
1E+017,STN BV
001E1C,SWS Australia Pty Limited
1000000000000,Ecolab
001E0D,Micran Ltd.
1000000,WIBRAIN
001DFF,Network Critical Solutions Ltd
1,Shantou Institute of Ultrasonic Instruments
001DFA,"Fujian LANDI Commercial Equipment Co.,Ltd"
001DF3,"SBS Science & Technology Co., Ltd"
001DEE,NEXTVISION SISTEMAS DIGITAIS DE TELEVISÃO LTDA.
001DED,"Grid Net, Inc."
001DDE,"Zhejiang Broadcast&Television Technology Co.,Ltd."
001DE7,"Marine Sonic Technology, Ltd."
001DD7,Algolith
001DD8,Microsoft Corporation
001DCB,Exéns Development Oy
001DC6,SNR Inc.
001DC5,"Beijing Jiaxun Feihong Electricial Co., Ltd."
001DBF,"Radiient Technologies, Inc."
001DB8,Intoto Inc.
001D36,ELECTRONICS CORPORATION OF INDIA LIMITED
001D31,"HIGHPRO INTERNATIONAL R&D CO,.LTD."
001D2A,"SHENZHEN BUL-TECH CO.,LTD."
001D23,SENSUS 
001D24,Aclara Power-Line Systems Inc.
001D1B,Sangean Electronics Inc.
001D1E,"KYUSHU TEN CO.,LTD"
001D15,"Shenzhen Dolphin Electronic Co., Ltd"
001D0E,"Agapha Technology co., Ltd."
001DB3,HPN Supply Chain
001DAE,"CHANG TSENG TECHNOLOGY CO., LTD"
001DA9,"Castles Technology, Co., LTD"
001DA2,"Cisco Systems, Inc"
001D9C,Rockwell Automation
001D9B,"Hokuyo Automatic Co., Ltd."
001D96,WatchGuard Video
001D8F,PureWave Networks
001D8A,TechTrex Inc
001D89,VaultStor Corporation
001D7F,Tekron International Ltd
001D83,Emitech Corporation
001D79,SIGNAMAX LLC
001D66,Hyundai Telecom
001D6D,Confidant International LLC
1E+042,Teltonika
001E3C,Lyngbox Media AB
001E2F,DiMoto Pty Ltd
1E+036,IPTE
1E+029,Hypertherm Inc
1E+023,"Electronic Educational Devices, Inc"
001C0C,TANITA Corporation
001C06,"Siemens Numerical Control Ltd., Nanjing"
001BFF,Millennia Media inc.
001BFA,G.i.N. mbH
001BE3,"Health Hero Network, Inc."
001BE5,802automation Limited
001BE4,TOWNET SRL
001BDE,"Renkus-Heinz, Inc."
001BD2,ULTRA-X ASIA PACIFIC Inc.
001C6B,COVAX  Co. Ltd
001C64,Landis+Gyr
001C5F,"Winland Electronics, Inc."
001C53,Synergy Lighting Controls
001C58,"Cisco Systems, Inc"
001C4E,TASA International Limited
001C47,"Hangzhou Hollysys Automation Co., Ltd"
001C49,Zoltan Technology Inc.
001C48,"WiDeFi, Inc."
001C3B,AmRoad Technology Inc.
001C42,"Parallels, Inc."
001B72,Sicep s.p.a.
001B6D,"Midtronics, Inc."
001B6B,Swyx Solutions AG
001B6C,LookX Digital Media BV
001B66,Sennheiser electronic GmbH & Co. KG
001B5F,Alien Technology
001B5A,"Apollo Imaging Technologies, Inc."
001B53,"Cisco Systems, Inc"
001B47,Futarque A/S
001B4C,Signtech
001B4E,Navman New Zealand
001B40,Network Automation mxc AB
001C9E,Dualtech IT AB
001C97,"Enzytek Technology Inc.,"
001C98,LUCKY TECHNOLOGY (HK) COMPANY LIMITED
001C92,Tervela
001C8B,MJ Innovations Ltd.
001C86,"Cranite Systems, Inc."
001C85,Eunicorn
001C81,NextGen Venturi LTD
001C72,Mayer & Cie GmbH & Co KG
001C77,Prodys
001B34,Focus System Inc.
001B39,Proxicast
001B3B,"Yi-Qing CO., LTD"
001B28,"POLYGON, JSC"
001B2D,Med-Eng Systems Inc.
001B1F,"DELTA - Danish Electronics, Light & Acoustics"
001B18,"Tsuken Electric Ind. Co.,Ltd"
001B13,Icron Technologies Corporation
001B0C,"Cisco Systems, Inc"
001BA7,Lorica Solutions
001BA2,IDS Imaging Development Systems GmbH
001B96,General Sensing
001B9B,Hose-McCann Communications
001B8F,"Cisco Systems, Inc"
001B85,MAN Diesel SE
001B7E,Beckmann GmbH
001B79,FAIVELEY TRANSPORT
001C36,iNEWiT NV
001C2F,Pfister GmbH
001C28,Sphairon Technologies GmbH 
001C1E,emtrion GmbH
001C19,secunet Security Networks AG
001C0B,SmartAnt Telecom
001C0D,"G-Technology, Inc."
001BCB,PEMPEK SYSTEMS PTY LTD
001BC4,"Ultratec, Inc."
001BAE,"Micro Control Systems, Inc"
001BA8,"UBI&MOBI,.Inc"
001B05,YMC AG
001B00,Neopost Technologies
001AF9,AeroVIronment (AV Inc)
001AEF,"Loopcomm Technology, Inc."
001AE3,"Cisco Systems, Inc"
001AEA,Radio Terminal Systems Pty Ltd
001A26,Deltanode Solutions AB
001A2B,"Ayecom Technology Co., Ltd."
001A1F,Coastal Environmental Systems
001A1A,Gentex Corporation/Electro-Acoustic Products
001A13,"Wanlida Group Co., LTD"
001A0E,"Cheng Uei Precision Industry Co.,Ltd"
001A0C,Swe-Dish Satellite Systems AB
001A07,Arecont Vision
001A00,MATRIX INC.
001AD0,Albis Technologies AG
001AD5,"KMC CHAIN INDUSTRIAL CO., LTD."
001AD7,"Christie Digital Systems, Inc."
001AC9,"SUZUKEN CO.,LTD"
001ABA,Caton Overseas Limited
001ABF,TRUMPF Laser Marking Systems AG
001A81,Zelax
001A88,"Venergy,Co,Ltd"
001A7A,Lismore Instruments Limited
001A70,"Cisco-Linksys, LLC"
001A72,Mosart Semiconductor Corp.
001A64,IBM Corp
001A56,"ViewTel Co,. Ltd."
001A5B,"NetCare Service Co., Ltd."
001A5F,KitWorks.fi Ltd.
0019B6,Euro Emme s.r.l.
0019A3,asteel electronique atlantique
0019A8,WiQuest Communications
0019AA,"Cisco Systems, Inc"
0019AF,"Rigol Technologies, Inc."
1997,Soft Device Sdn Bhd
00199C,CTRING
001A43,Logical Link Communications
001A48,Takacom Corporation
001A4A,Qumranet Inc.
001A3C,Technowave Ltd.
001A30,"Cisco Systems, Inc"
001A35,BARTEC GmbH
001A37,Lear Corporation
0019F2,Teradyne K.K.
0019F7,Onset Computer Corporation
0019DF,Thomson Inc.
19000000,"TOYO MEDIC CO.,LTD."
0019EB,Pyronix Ltd
0019CC,RCG (HK) Ltd
0019D3,TRAK Microwave
0019D8,MAXFOR
0019C2,"Equustek Solutions, Inc."
00198B,"Novera Optics Korea, Inc."
00198D,"Ocean Optics, Inc."
1986,Cheng Hongjian
1973,Zeugma Systems
00197A,MAZeT GmbH
1967,TELDAT Sp.J.
00196C,ETROVISION TECHNOLOGY
00196E,Metacom (Pty) Ltd.
001AAC,Corelatus AB
001AAE,Savant Systems LLC
001AB3,VISIONITE INC.
001AA7,Torian Wireless
001A9E,ICON Digital International Limited
001AA3,DELORME
001AA5,BRN Phoenix
001AA4,Future University-Hakodate
001A97,fitivision technology Inc.
001A8D,AVECS Bergen GmbH
1962,"Commerciant, LP"
00195D,"ShenZhen XinHuaTong Opto Electronics Co.,Ltd"
1951,"NETCONS, s.r.o."
1956,"Cisco Systems, Inc"
00194A,TESTO AG
1943,Belden
1873,"Cisco Systems, Inc"
1875,AnaCise Testnology Pte Ltd
00187A,Wiremold
00186E,3Com Ltd
00185E,Nexterm Inc.
1860,"SIM Technology Group Shanghai Simcom Ltd.,"
1865,Siemens Healthcare Diagnostics Manufacturing Ltd
1903,Bigfoot Networks Inc
0018F9,"VVOND, Inc."
0018F2,"Beijing Tianyu Communication Equipment Co., Ltd"
0018EB,Blue Zen Enterprises Private Limited
0018ED,"Accutech Ultrasystems Co., Ltd."
18000000,Computer Hardware Design SIA
0018DF,The Morey Corporation
1937,CommerceGuard AB
00192E,"Spectral Instruments, Inc."
1932,Gude Analog- und Digialsysteme GmbH
1922,CM Comandos Lineares
1927,ImCoSys Ltd
1929,2M2B Montadora de Maquinas Bahia Brasil LTDA
00190F,Advansus Corp.
1916,PayTec AG
00191B,Sputnik Engineering AG
1908,Duaxes Corporation
00190A,HASWARE INC.
0017D6,"Bluechips Microhouse Co.,Ltd."
0017DB,CANKO TECHNOLOGIES INC.
0017CC,Alcatel-Lucent
0017C5,SonicWALL
0017B9,Gambro Lundia AB
0017BE,Tratec Telecom B.V.
0017C0,"PureTech Systems, Inc."
1852,"StorLink Semiconductors, Inc."
1859,"Strawberry Linux Co.,Ltd."
00184B,"Las Vegas Gaming, Inc."
1846,Crypto S.A.
1829,Gatsometer
1835,Thoratec / ITC
1824,"Kimaldi Electronics, S.L."
1822,"CEC TELECOM CO.,LTD."
0017B2,SK Telesys
0017AD,AceNet Corporation
0017A6,"YOSIN ELECTRONICS CO., LTD."
0017A1,3soft inc.
00179C,DEPRAG SCHULZ GMBH u. CO.
1790,"HYUNDAI DIGITECH Co, Ltd."
1795,"Cisco Systems, Inc"
0018CE,"Dreamtech Co., Ltd"
0018D3,TEAMCAST
0018C2,"Firetide, Inc"
0018C4,Raba Technologies LLC
0018C9,EOps Technology Limited
0018BD,"SHENZHEN DVBWORLD TECHNOLOGY CO., LTD."
0018B1,IBM Corp
0018B6,"S3C, Inc."
0018A3,ZIPPY TECHNOLOGY CORP.
0018AA,Protec Fire Detection plc
1816,"Ubixon Co., Ltd."
00181D,"ASIA ELECTRONICS CO.,LTD"
1811,"Neuros Technology International, LLC."
1801,"Actiontec Electronics, Inc"
0017F5,LIG NEOPTEK
0017FA,Microsoft Corporation
0017FC,Suprema Inc.
00189E,OMNIKEY GmbH.
1894,"NPCore, Inc."
1899,"ShenZhen jieshun Science&Technology Industry CO,LTD."
1886,"EL-TECH, INC."
1888,GOTIVE a.s.
1881,"Buyang Electronics Industrial Co., Ltd"
0016D4,"Compal Communications, Inc."
0016D9,"NINGBO BIRD CO.,LTD."
0016C8,"Cisco Systems, Inc"
0016CD,"HIJI HIGH-TECH CO., LTD."
0016C1,Eleksen Ltd
0016BA,WEATHERNEWS INC.
00164F,World Ethnic Broadcastin Inc.
1648,SSD Company Limited
1643,Sunhillo Corporation
00163E,"Xensource, Inc."
1637,CITEL SpA
00162B,"Togami Electric Mfg.co.,Ltd."
1755,GE Security
1747,Trimble
1749,"HYUNDAE YONG-O-SA CO.,LTD"
00174E,"Parama-tech Co.,Ltd."
1732,"Science-Technical Center ""RISSA"""
1734,ADC Telecommunications
1739,Bright Headphone Electronics Company
00172D,Axcen Photonics Corporation
1624,"Teneros, Inc."
1613,LibreStream Technologies Inc.
1618,"HIVION Co., Ltd."
00161F,"SUNWAVETEC Co., Ltd."
00160E,Optica Technologies Inc.
1607,Curves International Inc.
1609,"Unitech electronics co., ltd."
1608,Sequans Communications
1602,"CEYON TECHNOLOGY CO.,LTD."
0015FB,setex schermuly textile computer gmbh
0015F6,"SCIENCE AND ENGINEERING SERVICES, INC."
1782,LoBenn Inc.
1789,Zenitron Corporation
00176D,CORE CORPORATION
1771,APD Communications Ltd
1776,"Meso Scale Diagnostics, LLC"
1761,Private
1768,Zinwave Ltd
00175C,SHARP CORPORATION
00175A,"Cisco Systems, Inc"
1709,Exalt Communications
1704,"Shinco Electronics Group Co.,Ltd"
0016FD,Jaty Electronics
0016F1,"OmniSense, LLC"
0016F6,Video Products Group
0016F8,"AVIQTECH TECHNOLOGY CO., LTD."
1600000,FORDLEY DEVELOPMENT LIMITED
0016DE,FAST Inc
00167E,"DIBOSS.CO.,LTD"
1680,Bally Gaming + Systems
1679,eOn Communications
00166E,Arbitron Inc.
1667,A-TEC Subsystem INC.
00165B,Grip Audio
1654,Flex-P Industries Sdn. Bhd.
1721,FITRE S.p.A.
1726,m2c Electronic Technology Ltd.
00171A,Winegard Company
00171F,IMV Corporation
1713,Tiger NetCom
00170E,"Cisco Systems, Inc"
0016A9,2EI
0016AE,INVENTEL
00169D,"Cisco Systems, Inc"
00169F,"Vimtron Electronics Co., Ltd."
0016A4,Ezurio Ltd
1691,Moser-Baer AG
1698,T&A Mobile Phones
00168C,DSL Partner AS
1685,Elisa Oyj
0015EF,NEC TOKIN Corporation
15000,Dream Technologies Corporation
0015D9,PKC Electronics Oy
0015D2,Xantech Corporation
0015CC,"UQUEST, LTD."
0015CB,Surf Communication Solutions Ltd.
0015CD,Exartech International Corp.
0015C6,"Cisco Systems, Inc"
0015BB,SMA Solar Technology AG
0014D5,"Datang Telecom Technology CO. , LCD,Optical Communication Br"
0014DA,Huntleigh Healthcare
0014CE,NF CORPORATION
0014C8,Contemporary Research Corp
0014BB,Open Interface North America
0014B6,Enswer Technology Inc.
0014AC,Bountiful WiFi
0014B1,Axell Wireless Limited
1476,MultiCom Industries Limited
1471,Eastern Asia Technology Limited
00146A,"Cisco Systems, Inc"
1463,IDCS N.V.
1465,Novo Nordisk A/S
1464,Cryptosoft
00145E,IBM Corp
1457,T-VIPS AS
1452,"CALCULEX,INC."
1592,Facom UK Ltd (Melksham)
00158B,Park Air Systems Ltd
1584,Schenck Process GmbH
00157F,"ChuanG International Holding CO.,LTD."
00157A,Telefin S.p.A.
1575,Nevis Networks Inc.
00156E,A. W. Communication Systems Ltd
1567,RADWIN Inc.
1569,"PECO II, Inc."
1568,Dilithium Networks
1562,"Cisco Systems, Inc"
1503,PROFIcomms s.r.o.
1505,"Actiontec Electronics, Inc"
1504,"GAME PLUS CO., LTD."
0014FE,Artech Electronics
0014F7,"CREVIS Co., LTD"
0014F2,"Cisco Systems, Inc"
0014EB,AwarePoint Corporation
140,Data Display AG
00155B,Sampo Corporation
00154F,one RF Technology
1546,ITG Worldwide Sdn Bhd
00153F,Alcatel Alenia Space Italia
1541,"StrataLight Communications, Inc."
00153A,"Shenzhen Syscan Technology Co.,Ltd."
0015BF,technicob
0015B4,Polymap  Wireless LLC
0015AA,"Rextechnik International Co.,"
0015A5,"DCI Co., Ltd."
00159E,Mad Catz Interactive Inc
1597,AETA AUDIO SYSTEMS
00149E,"UbONE Co., Ltd"
1499,Helicomm Inc
1492,"Liteon, Mobile Media Solution SBU"
00148B,Globo Electronic GmbH & Co. KG
00148D,Cubic Defense Simulation Systems
1486,Echo Digital Audio Corporation
00147D,Aeon Digital International
1533,"NADAM.CO.,LTD"
00152E,"PacketHop, Inc."
1527,Balboa Instruments
1520,Radiocrafts AS
00151B,Isilon Systems Inc.
1516,URIEL SYSTEMS INC.
1511,Data Center Systems
00150A,"Sonoa Systems, Inc"
00131F,"NxtPhase T&D, Corp."
1318,"DGSTATION Co., Ltd."
00130C,HF System Corporation
1313,GuangZhou Post & Telecom Equipment ltd
1354,"Zcomax Technologies, Inc."
1358,"Realm Systems, Inc."
00135D,"NTTPC Communications, Inc."
00134F,Tranzeo Wireless Technologies Inc.
1348,"Artila Electronics Co., Ltd."
1342,"Vision Research, Inc."
00133C,QUINTRON SYSTEMS INC.
1341,"Shandong New Beiyang Information Technology Co.,Ltd"
1329,"VSST Co., LTD"
1330,EURO PROTECTION SURVEILLANCE
1335,VS Industry Berhad
00132F,Interactek
0012C4,"Viseon, Inc."
0012D0,Gossen-Metrawatt-GmbH
0012CA,Mechatronic Brick Aps
0012BA,"FSI Systems, Inc."
0012AE,HLS HARD-LINE Solutions Inc.
0012B3,Advance Wireless Technology Corp.
0012AD,IDS GmbH
00144D,Intelligent Systems
1441,"Innovation Sound Technology Co., LTD."
1448,Inventec Multimedia & Telecom Corporation
00143A,RAYTALK INTERNATIONAL SRL
1435,CityCom Corp.
00142E,77 Elektronika Kft.
1429,"V Center Technologies Co., Ltd."
1427,JazzMutant
00141E,"P.A. Semi, Inc."
0012F9,"URYU SEISAKU, LTD."
1300,"IT-FACTORY, INC."
1305,"Epicom, Inc."
1306,Always On Wireless
0012F4,"Belco International Co.,Ltd."
0012EF,OneAccess SA
0012EA,Trane
12000000000,Abbey Systems Ltd
0012DC,SunCorp Industrial Limited
12000,"Agat-RT, Ltd."
0012D7,"Invento Networks, Inc."
0013F0,Wavefront Semiconductor
0013EB,Sysmaster Corporation
13000000,Technolution
0013DF,Ryvor Corp.
0013D9,"Matrix Product Development, Inc."
0013DA,"Diskware Co., Ltd"
0013CD,MTI co. LTD
0013D3,"MICRO-STAR INTERNATIONAL CO., LTD."
0013C1,Asoka USA Corporation
0013BC,Artimi Ltd
0013B7,Scantech ID
0013AB,Telemotive AG
0013B2,Carallon Limited
0013B1,Intelligent Control Systems (Asia) Pte Ltd
0013A4,KeyEye Communications
00139F,"Electronics Design Services, Co., Ltd."
1398,"TrafficSim Co.,Ltd"
00138C,Kumyoung.Co.Ltd
1391,"OUEN CO.,LTD."
00137C,"Kaicom co., Ltd."
1383,Application Technologies and Engineering Research Laboratory
1364,Paradigm Technology Inc..
1369,"Honda Electron Co., LED."
00136A,Hach Lange Sarl
1418,C4Line
00141D,LTi DRIVES GmbH
1411,Deutschmann Automation GmbH & Co. KG
4501,"Versus Technology, Inc."
1403,"Renasis, LLC"
0013FC,"SiCortex, Inc"
0013F5,Akimbi Systems
0013F6,Cintech
1286,ENDEVCO CORP
00127F,"Cisco Systems, Inc"
1278,International Bar Code
1273,Stoke Inc
1266,Swisscom Hospitality Services SA
1265,"Enerdyne Technologies, Inc."
00125B,KAIMEI ELECTRONI
0011D2,Perception Digital Ltd
0011D7,eWerks Inc
0011D1,Soft Imaging System GmbH
0011C2,United Fiber Optic Communication
0011CB,Jacobsons AB
0011BB,"Cisco Systems, Inc"
0011BC,"Cisco Systems, Inc"
0011AA,"Uniclass Technology, Co., LTD"
0011AF,"Medialink-i,Inc"
1200,"Cisco Systems, Inc"
0011FB,Heidelberg Engineering GmbH
0011F6,"Asia Pacific Microsystems , Inc."
0011F1,QinetiQ Ltd
0011EA,IWICS Inc.
11000,"Thomson, Inc."
0011DE,EURILOGIC
110000,Danelec Electronics A/S
1230,"Picaso Infocommunication CO., LTD."
1226,Japan Direx Corporation
1220,Cadco Systems
00121A,Techno Soft Systemnics Inc.
00121F,Harding Instruments
1213,Metrohm AG
00120D,"Advanced Telecommunication Technologies, Inc."
1207,Head Strong International Limited
00120E,AboCom
00117A,Singim International Corp.
1173,SMART Storage Systems
1167,Integrated System Solution Corp.
00116D,American Time and Signal
1163,SYSTEM SPA DEPT. ELECTRONICS
1156,Pharos Systems NZ
00115D,"Cisco Systems, Inc"
0012A7,ISR TECHNOLOGIES Inc
0012A0,NeoMeridian Sdn Bhd
00129B,"E2S Electronic Engineering Solutions, S.L."
1294,"SUMITOMO ELECTRIC DEVICE INNOVATIONS, INC"
00128B,Sensory Networks Inc
1285,Gizmondo Europe Ltd
0011A9,"MOIMSTONE Co., LTD"
0011A3,LanReady Technologies Inc.
1197,Monitoring Technologies Limited
00119C,EP&T Energy
00118D,Hanchang System Corp.
1192,"Cisco Systems, Inc"
1186,"Prime Systems, Inc."
00117F,"Neotune Information Technology Corporation,.LTD"
1260,"Stanton Magnetics,inc."
1256,LG INFORMATION & COMM.
00124F,Pentair Thermal Management
00124A,"Dedicated Devices, Inc."
1249,Delta Elettronica S.p.A.
1243,"Cisco Systems, Inc"
00123C,Second Rule LLC
1148,Prolon Control Systems
00114D,"Atsumi Electric Co.,LTD."
00114E,690885 Ontario Inc.
1141,GoodMan Corporation
00113B,Micronet Communications Inc.
1135,Grandeye Ltd
1126,Venstar Inc.
000EB9,"HASHIMOTO Electronics Industry Co.,Ltd."
000EBA,"HANMI SEMICONDUCTOR CO., LTD."
000EAC,"MINTRON ENTERPRISE CO., LTD."
000EA0,NetKlass Technology Inc.
000EA7,Endace Technology
000E9A,"BOE TECHNOLOGY GROUP CO.,LTD"
0,"Spectrum Digital, Inc"
00112B,NetModule AG
1120,"Cisco Systems, Inc"
1125,IBM Corp
1119,"Solteras, Inc."
1113,Fraunhofer FOKUS
1106,Siemens NV (Belgium)
00110D,"SANBlaze Technology, Inc."
1101,CET Technologies Pte Ltd
000FB3,"Actiontec Electronics, Inc"
000FA6,S2 Security Corporation
000FAD,FMN communications GmbH
000F9B,Ross Video Limited
000F9E,Murrelektronik GmbH
000FA1,Gigabit Systems Inc.
000F95,"ELECOM Co.,LTD Laneed Division"
000F96,"Telco Systems, Inc. "
000F8F,"Cisco Systems, Inc"
000F88,"AMETEK, Inc."
000F83,Brainium Technologies Inc.
000F51,"Azul Systems, Inc."
000F44,Tivella Inc.
000F43,Wasabi Systems Inc.
000F4A,"Kyushu-kyohan co.,ltd"
000F3E,"CardioNet, Inc"
000F3A,HISHARP
000F30,Raza Microelectronics Inc
000F2F,"W-LINX TECHNOLOGY CO., LTD."
000F36,"Accurate Techhnologies, Inc."
000F2A,Cableware Electronics
000F76,"Digital Keystone, Inc."
000F70,"Wintec Industries, inc."
000F75,First Silicon Solutions
000F7C,ACTi Corporation
000F69,SEW Eurodrive GmbH & Co. KG
000F63,Obzerv Technologies
000F64,D&R Electronica Weesp BV
000F5D,Genexis BV
000F56,Continuum Photonics Inc
000EEB,"Sandmartin(zhong shan)Electronics Co.,Ltd"
000EEC,Orban
000EF1,EZQUEST INC.
000EDE,"REMEC, Inc."
000EE5,"bitWallet, Inc."
000ECC,"Tableau, LLC"
000ED9,"Aksys, Ltd."
000ECB,VineSys Technology
000ED2,Filtronic plc
000EBF,Remsdaq Limited
000EC6,ASIX ELECTRONICS CORP.
000F23,"Cisco Systems, Inc"
000F1D,"Cosmo Techs Co., Ltd."
000F10,RDM Corporation
000F1E,Chengdu KT Electric Co.of High & New Technology
000F0B,Kentima Technologies AB
000F04,cim-usa inc
000EFE,EndRun Technologies LLC
000EF8,SBC ASI
000EFD,FUJINON CORPORATION
000FFB,"Nippon Denso Industry Co., Ltd."
000FF8,"Cisco Systems, Inc"
000FF2,Loud Technologies Inc.
000FF7,"Cisco Systems, Inc"
000FE5,MERCURY SECURITY CORPORATION
000FE6,"MBTech Systems, Inc."
000FEB,Cylon Controls
000FDF,SOLOMON Technology Corp.
000FD8,"Force, Inc."
000FD3,Digium
000FC6,Eurocom Industries A/S
000FC5,KeyMed Ltd
000FC0,DELCOMp
000FB4,Timespace Technology
000FB9,Adaptive Instruments
000D4D,Ninelanes
000D54,3Com Ltd
000D45,"Tottori SANYO Electric Co., Ltd."
000D48,"AEWIN Technologies Co., Ltd."
000D40,Verint Loronix Video Solutions
000D39,Network Electronics
000D33,Prediwave Corp.
000D34,"Shell International Exploration and Production, Inc."
000D2D,NCT Deutschland GmbH
000D26,Primagraphics Limited
000D21,WISCORE Inc.
000D14,Vtech Innovation LP dba Advanced American Telephones
000D13,Wilhelm Rutenbeck GmbH&Co.KG
000D1A,Mustek System Inc.
000D0E,"Inqnet Systems, Inc."
000D01,"P&E Microcomputer Systems, Inc."
000D02,"NEC Platforms, Ltd."
000D07,Calrec Audio Ltd
000E8D,Systems in Progress Holding GmbH
0,Maas International BV
0,adp Gauselmann GmbH
0,"Devicescape Software, Inc."
